lat	lon	title	description	icon	iconSize	iconOffset
37.5253068	139.9362575	Node	1919716761	takasi.png	24,24	0,0
37.5253315	139.9362725	Node	1919716764	takasi.png	24,24	0,0
37.5253539	139.9362757	Node	1919716767	takasi.png	24,24	0,0
37.5253889	139.9362612	Node	1920124191	takasi.png	24,24	0,0
37.5254211	139.9362335	Node	1919716773	takasi.png	24,24	0,0
37.5254703	139.9361847	Node	1919716775	takasi.png	24,24	0,0
37.5255329	139.9361511	Node	1919716777	takasi.png	24,24	0,0
37.5256100	139.9361377	Node	1919716779	takasi.png	24,24	0,0
37.5256504	139.9361477	Node	1919716781	takasi.png	24,24	0,0
37.5256818	139.9361670	Node	1919716782	takasi.png	24,24	0,0
37.5257276	139.9362076	Node	1919716785	takasi.png	24,24	0,0
37.5257845	139.9362790	Node	1919716789	takasi.png	24,24	0,0
37.5258279	139.9363099	Node	1919716791	takasi.png	24,24	0,0
37.5258760	139.9363189	Node	1919716793	takasi.png	24,24	0,0
37.5259247	139.9363196	Node	1919716796	takasi.png	24,24	0,0
37.5259711	139.9363042	Node	1919716799	takasi.png	24,24	0,0
37.5259983	139.9362771	Node	1919716801	takasi.png	24,24	0,0
37.5260165	139.9362442	Node	1919716803	takasi.png	24,24	0,0
37.5260263	139.9362024	Node	1919716805	takasi.png	24,24	0,0
37.5260291	139.9361609	Node	1919716806	takasi.png	24,24	0,0
37.5260258	139.9361018	Node	1919716804	takasi.png	24,24	0,0
37.5260145	139.9360335	Node	1919716802	takasi.png	24,24	0,0
37.5259907	139.9359630	Node	1919716800	takasi.png	24,24	0,0
37.5259699	139.9359212	Node	1919716798	takasi.png	24,24	0,0
37.5259498	139.9358869	Node	1919716797	takasi.png	24,24	0,0
37.5259190	139.9358678	Node	1919716795	takasi.png	24,24	0,0
37.5258856	139.9358549	Node	1919716794	takasi.png	24,24	0,0
37.5258341	139.9358347	Node	1919716790	takasi.png	24,24	0,0
37.5257941	139.9357946	Node	1919716788	takasi.png	24,24	0,0
37.5257720	139.9357612	Node	1920124259	takasi.png	24,24	0,0
37.5257570	139.9357126	Node	1919716787	takasi.png	24,24	0,0
37.5257477	139.9355801	Node	1919716786	takasi.png	24,24	0,0
37.5257414	139.9355202	Node	1919716784	takasi.png	24,24	0,0
37.5257272	139.9354923	Node	1920124248	takasi.png	24,24	0,0
37.5257056	139.9354641	Node	1920124242	takasi.png	24,24	0,0
37.5256759	139.9354300	Node	1919716783	takasi.png	24,24	0,0
37.5258145	139.9398114	Node	1920105004	takasi.png	24,24	0,0
37.5257791	139.9402238	Node	1920105003	takasi.png	24,24	0,0
37.5251220	139.9401241	Node	1920105001	takasi.png	24,24	0,0
37.5251599	139.9397117	Node	1920105002	takasi.png	24,24	0,0
37.5258145	139.9398114	Node	1920105004	takasi.png	24,24	0,0
37.5253996	139.9362791	Node	1920124197	takasi.png	24,24	0,0
37.5254032	139.9363728	Node	1920124198	takasi.png	24,24	0,0
37.5258623	139.9363365	Node	1920124272	takasi.png	24,24	0,0
37.5258557	139.9364172	Node	1920124271	takasi.png	24,24	0,0
37.5253960	139.9365163	Node	1920124193	takasi.png	24,24	0,0
37.5253963	139.9365233	Node	1920124196	takasi.png	24,24	0,0
37.5258543	139.9353663	Node	1920124270	takasi.png	24,24	0,0
37.5257888	139.9352899	Node	1920124261	takasi.png	24,24	0,0
37.5260310	139.9362468	Node	1920124303	takasi.png	24,24	0,0
37.5260687	139.9362613	Node	1920124313	takasi.png	24,24	0,0
37.5255456	139.9365649	Node	1920124226	takasi.png	24,24	0,0
37.5255433	139.9365889	Node	1920124224	takasi.png	24,24	0,0
37.5255433	139.9365889	Node	1920124224	takasi.png	24,24	0,0
37.5255376	139.9366666	Node	1920124222	takasi.png	24,24	0,0
37.5254032	139.9363728	Node	1920124198	takasi.png	24,24	0,0
37.5253960	139.9365163	Node	1920124193	takasi.png	24,24	0,0
37.5259981	139.9355303	Node	1920124293	takasi.png	24,24	0,0
37.5259210	139.9354474	Node	1920124284	takasi.png	24,24	0,0
37.5258557	139.9364172	Node	1920124271	takasi.png	24,24	0,0
37.5258361	139.9365806	Node	1920124265	takasi.png	24,24	0,0
37.5260687	139.9362613	Node	1920124313	takasi.png	24,24	0,0
37.5261369	139.9362688	Node	1920124318	takasi.png	24,24	0,0
37.5259210	139.9354474	Node	1920124284	takasi.png	24,24	0,0
37.5258543	139.9353663	Node	1920124270	takasi.png	24,24	0,0
37.5258361	139.9365806	Node	1920124265	takasi.png	24,24	0,0
37.5258334	139.9366131	Node	1920124264	takasi.png	24,24	0,0
37.5261369	139.9362688	Node	1920124318	takasi.png	24,24	0,0
37.5261498	139.9362708	Node	1920124322	takasi.png	24,24	0,0
37.5250430	139.9363008	Node	1920124122	takasi.png	24,24	0,0
37.5250520	139.9361385	Node	1920124123	takasi.png	24,24	0,0
37.5253005	139.9358213	Node	1920124166	takasi.png	24,24	0,0
37.5252064	139.9360509	Node	1920124152	takasi.png	24,24	0,0
37.5251542	139.9361871	Node	1920124147	takasi.png	24,24	0,0
37.5251127	139.9362958	Node	1920124142	takasi.png	24,24	0,0
37.5250786	139.9363028	Node	1920124131	takasi.png	24,24	0,0
37.5250718	139.9364092	Node	1920124129	takasi.png	24,24	0,0
37.5250681	139.9364549	Node	1920124126	takasi.png	24,24	0,0
37.5250756	139.9364835	Node	1920124130	takasi.png	24,24	0,0
37.5250847	139.9365007	Node	1920124132	takasi.png	24,24	0,0
37.5251058	139.9365140	Node	1920124139	takasi.png	24,24	0,0
37.5251536	139.9365271	Node	1920124146	takasi.png	24,24	0,0
37.5252744	139.9365163	Node	1920124160	takasi.png	24,24	0,0
37.5253963	139.9365233	Node	1920124196	takasi.png	24,24	0,0
37.5254116	139.9365242	Node	1920124200	takasi.png	24,24	0,0
37.5254660	139.9365349	Node	1920124210	takasi.png	24,24	0,0
37.5255148	139.9365586	Node	1920124217	takasi.png	24,24	0,0
37.5255456	139.9365649	Node	1920124226	takasi.png	24,24	0,0
37.5255965	139.9365754	Node	1920124231	takasi.png	24,24	0,0
37.5257180	139.9365936	Node	1920124245	takasi.png	24,24	0,0
37.5258334	139.9366131	Node	1920124264	takasi.png	24,24	0,0
37.5258767	139.9366193	Node	1920124275	takasi.png	24,24	0,0
37.5257888	139.9352899	Node	1920124261	takasi.png	24,24	0,0
37.5257180	139.9352042	Node	1920124244	takasi.png	24,24	0,0
37.5256972	139.9351856	Node	1920124240	takasi.png	24,24	0,0
37.5256756	139.9351675	Node	1920124238	takasi.png	24,24	0,0
37.5256533	139.9351456	Node	1920124236	takasi.png	24,24	0,0
37.5256243	139.9351294	Node	1920124233	takasi.png	24,24	0,0
37.5255887	139.9351208	Node	1920124229	takasi.png	24,24	0,0
37.5255623	139.9351199	Node	1920124227	takasi.png	24,24	0,0
37.5255323	139.9351264	Node	1920124220	takasi.png	24,24	0,0
37.5254975	139.9351399	Node	1920124215	takasi.png	24,24	0,0
37.5254665	139.9351527	Node	1920124211	takasi.png	24,24	0,0
37.5253896	139.9351951	Node	1920124192	takasi.png	24,24	0,0
37.5251789	139.9353099	Node	1920124150	takasi.png	24,24	0,0
37.5251358	139.9353404	Node	1920124145	takasi.png	24,24	0,0
37.5251147	139.9353718	Node	1920124143	takasi.png	24,24	0,0
37.5250943	139.9354157	Node	1920124138	takasi.png	24,24	0,0
37.5250867	139.9354595	Node	1920124133	takasi.png	24,24	0,0
37.5250897	139.9355110	Node	1920124135	takasi.png	24,24	0,0
37.5251077	139.9356015	Node	1920124141	takasi.png	24,24	0,0
37.5251156	139.9356523	Node	1920124144	takasi.png	24,24	0,0
37.5251070	139.9357359	Node	1920124140	takasi.png	24,24	0,0
37.5250932	139.9358437	Node	1920124136	takasi.png	24,24	0,0
37.5250696	139.9359811	Node	1920124128	takasi.png	24,24	0,0
37.5250590	139.9360633	Node	1920124125	takasi.png	24,24	0,0
37.5250786	139.9363028	Node	1920124131	takasi.png	24,24	0,0
37.5250430	139.9363008	Node	1920124122	takasi.png	24,24	0,0
37.5249554	139.9362915	Node	1920124120	takasi.png	24,24	0,0
37.5252315	139.9355714	Node	1920124153	takasi.png	24,24	0,0
37.5251869	139.9356487	Node	1920124151	takasi.png	24,24	0,0
37.5251587	139.9359756	Node	1920124149	takasi.png	24,24	0,0
37.5251542	139.9361871	Node	1920124147	takasi.png	24,24	0,0
37.5258427	139.9397323	Node	1920128793	takasi.png	24,24	0,0
37.5246725	139.9395407	Node	1920128791	takasi.png	24,24	0,0
37.5219428	139.9375973	Node	1923503417	takasi.png	24,24	0,0
37.5219451	139.9375641	Node	944844730	takasi.png	24,24	0,0
37.5219475	139.9375189	Node	1923503419	takasi.png	24,24	0,0
37.5219614	139.9372505	Node	1912565641	takasi.png	24,24	0,0
37.5219863	139.9369189	Node	1912565643	takasi.png	24,24	0,0
37.5220157	139.9367765	Node	944844731	takasi.png	24,24	0,0
37.5221063	139.9366817	Node	944844732	takasi.png	24,24	0,0
37.5222476	139.9366425	Node	944844733	takasi.png	24,24	0,0
37.5227457	139.9366898	Node	944844739	takasi.png	24,24	0,0
37.5228548	139.9366921	Node	944844740	takasi.png	24,24	0,0
37.5229549	139.9366396	Node	1998389060	takasi.png	24,24	0,0
37.5239237	139.9361010	Node	1912565662	takasi.png	24,24	0,0
37.5245145	139.9358133	Node	944844756	takasi.png	24,24	0,0
37.5245850	139.9357800	Node	1921440437	takasi.png	24,24	0,0
37.5249128	139.9358379	Node	1919716744	takasi.png	24,24	0,0
37.5249443	139.9358500	Node	1998389071	takasi.png	24,24	0,0
37.5249670	139.9358730	Node	1919716747	takasi.png	24,24	0,0
37.5249819	139.9359040	Node	1998389074	takasi.png	24,24	0,0
37.5249866	139.9359432	Node	944844757	takasi.png	24,24	0,0
37.5249554	139.9362915	Node	1920124120	takasi.png	24,24	0,0
37.5248794	139.9371796	Node	1912565682	takasi.png	24,24	0,0
37.5247611	139.9385323	Node	1295726100	takasi.png	24,24	0,0
37.5246725	139.9395407	Node	1920128791	takasi.png	24,24	0,0
37.5246418	139.9399104	Node	1983927735	takasi.png	24,24	0,0
37.5246259	139.9399537	Node	944844772	takasi.png	24,24	0,0
37.5246007	139.9400114	Node	1920104964	takasi.png	24,24	0,0
37.5245309	139.9400558	Node	944844773	takasi.png	24,24	0,0
37.5242460	139.9400261	Node	944844774	takasi.png	24,24	0,0
37.5220219	139.9397227	Node	944844749	takasi.png	24,24	0,0
37.5218700	139.9396948	Node	944844750	takasi.png	24,24	0,0
37.5218165	139.9396135	Node	1920104962	takasi.png	24,24	0,0
37.5218109	139.9395055	Node	1920104961	takasi.png	24,24	0,0
37.5218913	139.9383942	Node	2358258604	takasi.png	24,24	0,0
37.5219112	139.9381187	Node	1999762092	takasi.png	24,24	0,0
37.5219343	139.9377110	Node	1999762093	takasi.png	24,24	0,0
37.5219428	139.9375973	Node	1923503417	takasi.png	24,24	0,0
37.5266641	139.9426833	Node	2358241411	takasi.png	24,24	0,0
37.5266064	139.9427050	Node	2358241409	takasi.png	24,24	0,0
37.5265595	139.9427467	Node	1272496150	takasi.png	24,24	0,0
37.5265240	139.9427908	Node	1998328437	takasi.png	24,24	0,0
37.5264850	139.9428341	Node	919728243	takasi.png	24,24	0,0
37.5262699	139.9368060	Node	1921430357	takasi.png	24,24	0,0
37.5259412	139.9403950	Node	1921430331	takasi.png	24,24	0,0
37.5259222	139.9404199	Node	1921430329	takasi.png	24,24	0,0
37.5243125	139.9402138	Node	1921430242	takasi.png	24,24	0,0
37.5242842	139.9402033	Node	1921430240	takasi.png	24,24	0,0
37.5242802	139.9401657	Node	1921430239	takasi.png	24,24	0,0
37.5242955	139.9401173	Node	1921430241	takasi.png	24,24	0,0
37.5243275	139.9400922	Node	1921430243	takasi.png	24,24	0,0
37.5257602	139.9402651	Node	1921430314	takasi.png	24,24	0,0
37.5257895	139.9402641	Node	1921430317	takasi.png	24,24	0,0
37.5258124	139.9402372	Node	1921430318	takasi.png	24,24	0,0
37.5258368	139.9401663	Node	1921430320	takasi.png	24,24	0,0
37.5261302	139.9367838	Node	1921430339	takasi.png	24,24	0,0
37.5262699	139.9368060	Node	1921430357	takasi.png	24,24	0,0
37.5219215	139.9370313	Node	1921430179	takasi.png	24,24	0,0
37.5219026	139.9370086	Node	1921430176	takasi.png	24,24	0,0
37.5218792	139.9369959	Node	1921430174	takasi.png	24,24	0,0
37.5218553	139.9369939	Node	1921430172	takasi.png	24,24	0,0
37.5218312	139.9370022	Node	1921430167	takasi.png	24,24	0,0
37.5218109	139.9370200	Node	1921430165	takasi.png	24,24	0,0
37.5217949	139.9370495	Node	1921430160	takasi.png	24,24	0,0
37.5217900	139.9370711	Node	2358071583	takasi.png	24,24	0,0
37.5217896	139.9370973	Node	1921430158	takasi.png	24,24	0,0
37.5217942	139.9371201	Node	2358071584	takasi.png	24,24	0,0
37.5218028	139.9371399	Node	1921430164	takasi.png	24,24	0,0
37.5218204	139.9371618	Node	1921430166	takasi.png	24,24	0,0
37.5218412	139.9371744	Node	1921430168	takasi.png	24,24	0,0
37.5218648	139.9371783	Node	1921430173	takasi.png	24,24	0,0
37.5218888	139.9371722	Node	1921430175	takasi.png	24,24	0,0
37.5219154	139.9371497	Node	1921430178	takasi.png	24,24	0,0
37.5219288	139.9371249	Node	1921430180	takasi.png	24,24	0,0
37.5219355	139.9370917	Node	1921430182	takasi.png	24,24	0,0
37.5219320	139.9370571	Node	1921430181	takasi.png	24,24	0,0
37.5219215	139.9370313	Node	1921430179	takasi.png	24,24	0,0
37.5225844	139.9359457	Node	1921430206	takasi.png	24,24	0,0
37.5225847	139.9362542	Node	1921430204	takasi.png	24,24	0,0
37.5225533	139.9362787	Node	2389222257	takasi.png	24,24	0,0
37.5224470	139.9362667	Node	2389222251	takasi.png	24,24	0,0
37.5223517	139.9362458	Node	1921430198	takasi.png	24,24	0,0
37.5223691	139.9359202	Node	1921430199	takasi.png	24,24	0,0
37.5225844	139.9359457	Node	1921430206	takasi.png	24,24	0,0
37.5233533	139.9345393	Node	1921430219	takasi.png	24,24	0,0
37.5234508	139.9354767	Node	2389222326	takasi.png	24,24	0,0
37.5233707	139.9356199	Node	1921430218	takasi.png	24,24	0,0
37.5230286	139.9355892	Node	2389222311	takasi.png	24,24	0,0
37.5229143	139.9354257	Node	2389222297	takasi.png	24,24	0,0
37.5228330	139.9354192	Node	1921430210	takasi.png	24,24	0,0
37.5228863	139.9344938	Node	1921430214	takasi.png	24,24	0,0
37.5233533	139.9345393	Node	1921430219	takasi.png	24,24	0,0
37.5258806	139.9351475	Node	1921430323	takasi.png	24,24	0,0
37.5257624	139.9350316	Node	1921430315	takasi.png	24,24	0,0
37.5257016	139.9350051	Node	1921430312	takasi.png	24,24	0,0
37.5256543	139.9349949	Node	1921430310	takasi.png	24,24	0,0
37.5256003	139.9350076	Node	1921430308	takasi.png	24,24	0,0
37.5250013	139.9352949	Node	1921430298	takasi.png	24,24	0,0
37.5249951	139.9353184	Node	1921430297	takasi.png	24,24	0,0
37.5250048	139.9353450	Node	1921430299	takasi.png	24,24	0,0
37.5250212	139.9353522	Node	1921430301	takasi.png	24,24	0,0
37.5250657	139.9353369	Node	1921430304	takasi.png	24,24	0,0
37.5254881	139.9351292	Node	1921430306	takasi.png	24,24	0,0
37.5255591	139.9351015	Node	1921430307	takasi.png	24,24	0,0
37.5256311	139.9350801	Node	1921430309	takasi.png	24,24	0,0
37.5256843	139.9350840	Node	1921430311	takasi.png	24,24	0,0
37.5257349	139.9351072	Node	1921430313	takasi.png	24,24	0,0
37.5257859	139.9351551	Node	1921430316	takasi.png	24,24	0,0
37.5258441	139.9352009	Node	1921430321	takasi.png	24,24	0,0
37.5258623	139.9352014	Node	1921430322	takasi.png	24,24	0,0
37.5258822	139.9351811	Node	1921430324	takasi.png	24,24	0,0
37.5258806	139.9351475	Node	1921430323	takasi.png	24,24	0,0
37.5215997	139.9360590	Node	1921430133	takasi.png	24,24	0,0
37.5215929	139.9361794	Node	1921430130	takasi.png	24,24	0,0
37.5223848	139.9353997	Node	1921430197	takasi.png	24,24	0,0
37.5223431	139.9361964	Node	1921430196	takasi.png	24,24	0,0
37.5256951	139.9347119	Node	919728237	takasi.png	24,24	0,0
37.5258029	139.9348127	Node	1921430327	takasi.png	24,24	0,0
37.5233656	139.9342868	Node	1921430222	takasi.png	24,24	0,0
37.5233580	139.9345023	Node	1921430221	takasi.png	24,24	0,0
37.5228859	139.9344566	Node	1921430215	takasi.png	24,24	0,0
37.5228975	139.9342447	Node	1921430216	takasi.png	24,24	0,0
37.5233656	139.9342868	Node	1921430222	takasi.png	24,24	0,0
37.5261467	139.9363199	Node	1920124321	takasi.png	24,24	0,0
37.5261498	139.9362708	Node	1920124322	takasi.png	24,24	0,0
37.5261558	139.9362438	Node	1920124324	takasi.png	24,24	0,0
37.5261664	139.9362068	Node	1920124327	takasi.png	24,24	0,0
37.5261809	139.9361818	Node	1920124330	takasi.png	24,24	0,0
37.5261851	139.9361380	Node	1920124332	takasi.png	24,24	0,0
37.5261739	139.9361003	Node	1920124328	takasi.png	24,24	0,0
37.5261627	139.9360113	Node	1920124326	takasi.png	24,24	0,0
37.5261563	139.9359446	Node	1920124325	takasi.png	24,24	0,0
37.5261504	139.9358564	Node	1920124323	takasi.png	24,24	0,0
37.5261435	139.9357863	Node	1920124320	takasi.png	24,24	0,0
37.5261312	139.9357317	Node	1920124317	takasi.png	24,24	0,0
37.5261044	139.9356739	Node	1920124315	takasi.png	24,24	0,0
37.5260870	139.9356410	Node	1920124314	takasi.png	24,24	0,0
37.5260662	139.9356053	Node	1920124312	takasi.png	24,24	0,0
37.5260530	139.9355858	Node	1920124311	takasi.png	24,24	0,0
37.5259981	139.9355303	Node	1920124293	takasi.png	24,24	0,0
37.5241861	139.9400714	Node	1921430233	takasi.png	24,24	0,0
37.5218359	139.9397673	Node	1921430171	takasi.png	24,24	0,0
