"edge_id","source","target","length","car","car reverse","bike","bike reverse","foot","WKT"
1613,2358241290,2358241283,22.8533172607,1,1,2,2,1,LINESTRING(139.9447046 37.5214546,139.9445897 37.5213884,139.9445181 37.5213149)
1614,2358241283,2358241278,20.3440818787,1,1,2,2,1,LINESTRING(139.9445181 37.5213149,139.9443771 37.5211701)
1615,2358241439,2358241406,65.1004867554,5,0,0,0,0,LINESTRING(139.945343 37.5271196,139.9455204 37.5266692,139.945552 37.5265584)
1616,2358241406,1914821011,50.2521591187,5,0,0,0,0,LINESTRING(139.945552 37.5265584,139.9455606 37.5265284,139.9456614 37.5261149)
1617,1914821011,2358241317,385.361480713,5,0,0,0,0,LINESTRING(139.9456614 37.5261149,139.9456845 37.5259273,139.9457019 37.5256617,139.9457048 37.52537,139.9456605 37.5250259,139.9456316 37.5248623,139.9455162 37.5244127,139.9453943 37.5241108,139.9452648 37.523807,139.9451282 37.5235182,139.9449923 37.523243,139.9448646 37.5229778,139.9447667 37.5227677)
1618,2358241317,560778413,172.812652588,5,0,0,0,0,LINESTRING(139.9447667 37.5227677,139.9447439 37.5227188,139.9446251 37.5224555,139.944506 37.5221843,139.9443906 37.5219127,139.9442726 37.5216354,139.9441583 37.5213666,139.9441298 37.521298)
1619,560778413,2358111131,333.287353516,5,0,0,0,0,LINESTRING(139.9441298 37.521298,139.9440175 37.5210735,139.9438493 37.5208081,139.9436862 37.5205631,139.9434802 37.5202908,139.9432742 37.5200457,139.9431319 37.5198836,139.9429768 37.5197226,139.9428442 37.5196068,139.9426623 37.5194394,139.9423963 37.5192132,139.9421558 37.5190219,139.9419608 37.5188761)
1620,2358111131,305898548,24.8444061279,5,0,0,0,0,LINESTRING(139.9419608 37.5188761,139.9417372 37.5187402)
1621,305898548,305898481,87.8026123047,5,0,0,0,0,LINESTRING(139.9417372 37.5187402,139.94163 37.5186703,139.9414588 37.5185729,139.9411306 37.518406,139.9409049 37.5183098)
1622,305898481,2484551427,13.1546211243,5,0,0,0,0,LINESTRING(139.9409049 37.5183098,139.9407702 37.518259)
1623,2484551427,305898189,365.173553467,5,0,0,0,0,LINESTRING(139.9407702 37.518259,139.9403993 37.5181192,139.9400767 37.5180312,139.9396545 37.5179167,139.9392394 37.5178332,139.9390515 37.5177941,139.9388453 37.5177589,139.9385207 37.5177165,139.9379884 37.517684,139.9372311 37.5176696,139.9367424 37.5176698)
1624,305898189,305897723,50.2328834534,5,0,0,0,0,LINESTRING(139.9367424 37.5176698,139.9361737 37.5176946)
1625,2358241290,2358241283,55.6909942627,1,1,2,2,1,LINESTRING(139.9447046 37.5214546,139.9445354 37.5215221,139.9444482 37.5215175,139.9443978 37.5214914,139.9443687 37.5214545,139.9443707 37.5214253,139.9445181 37.5213149)
1626,2358241414,2358241417,7.65863704681,1,1,2,2,1,LINESTRING(139.942185 37.5267079,139.9421892 37.5267767)
1627,2358241417,2358241448,82.5585403442,1,1,2,2,1,LINESTRING(139.9421892 37.5267767,139.9421775 37.5269487,139.9421425 37.5270153,139.9420767 37.5270875,139.9420529 37.5271164,139.9420389 37.5271408,139.9420512 37.5274883)
1628,2358258687,2358258706,60.7685012817,1,1,2,2,1,LINESTRING(139.9418112 37.5241282,139.9418051 37.5245436,139.9417588 37.5245567,139.9416452 37.5245757)
1629,2358258706,2358258703,36.6248016357,1,1,2,2,1,LINESTRING(139.9416452 37.5245757,139.9415406 37.5245733,139.9414598 37.5245579,139.9413612 37.5245602,139.9412326 37.5245674)
1630,2358258703,2358258711,29.7749996185,1,1,2,2,1,LINESTRING(139.9412326 37.5245674,139.9411773 37.524584,139.9411101 37.5246017,139.9410114 37.5246136,139.9409038 37.5246195)
1631,2358258561,2358258562,26.3254299164,1,1,2,2,1,LINESTRING(139.9357879 37.5188798,139.9357174 37.5188983,139.9355457 37.5188996,139.9355167 37.5188893,139.9354996 37.51888)
1632,2358258562,2358258566,40.3553161621,1,1,2,2,1,LINESTRING(139.9354996 37.51888,139.9354515 37.5188692,139.9353905 37.5188602,139.9353096 37.5188639,139.9350605 37.5189344)
1633,2358258566,2358258567,6.91139411926,1,1,2,2,1,LINESTRING(139.9350605 37.5189344,139.9349867 37.5189553)
1634,2358258567,2358258569,30.7398357391,1,1,2,2,1,LINESTRING(139.9349867 37.5189553,139.9349469 37.5189666,139.9346661 37.5190636)
1635,2358258567,2358258574,41.9938201904,1,1,2,2,1,LINESTRING(139.9349867 37.5189553,139.9351566 37.5193081)
1636,2358258574,2358258596,82.3343048096,1,1,2,2,1,LINESTRING(139.9351566 37.5193081,139.9352689 37.5195413,139.9353201 37.5196295,139.9353435 37.5197002,139.9353567 37.5197617,139.9353479 37.5198307,139.9353362 37.5198702,139.9353142 37.5198841,139.9351565 37.5198995)
1637,2358258596,2358258597,34.2309875488,1,1,2,2,1,LINESTRING(139.9351565 37.5198995,139.9347713 37.5199373)
1638,2358258597,2358258598,53.2723197937,1,1,2,2,1,LINESTRING(139.9347713 37.5199373,139.9342339 37.5199899,139.9341731 37.5199782)
1639,2358258574,2358258597,92.8242111206,1,1,2,2,1,LINESTRING(139.9351566 37.5193081,139.9351044 37.5193818,139.935062 37.5194398,139.9350239 37.519463,139.9349523 37.5194839,139.9347972 37.5195279,139.9347314 37.519572,139.9347044 37.5195978,139.9346951 37.5196347,139.9346961 37.5196667,139.934752 37.5197553,139.9347561 37.5197897,139.9347545 37.519864,139.9347713 37.5199373)
1640,2358258661,2358258685,71.8664779663,1,1,2,2,1,LINESTRING(139.9325165 37.5233968,139.9325628 37.5237169,139.9325643 37.5238046,139.9325434 37.5239078,139.932552 37.5240395)
1641,2358258685,2358258733,216.144165039,1,1,2,2,1,LINESTRING(139.932552 37.5240395,139.9325379 37.5240992,139.9324525 37.5242109,139.9324103 37.5243591,139.9323144 37.5245736,139.9323017 37.524665,139.932288 37.5249298,139.9322716 37.5254099,139.9322843 37.5254333,139.9323403 37.5254291,139.9329273 37.5254212)
1642,2358258520,2358258547,82.4772644043,1,1,2,2,1,LINESTRING(139.9350333 37.5179628,139.935122 37.5179637,139.9351975 37.5179719,139.9352203 37.5179866,139.9352534 37.5180252,139.9352751 37.51809,139.9352792 37.5181318,139.9352637 37.5181778,139.9352255 37.5182573,139.9352161 37.5183107,139.9352079 37.5184091,139.9352213 37.5184509,139.9352683 37.5185144,139.9352928 37.5185372)
1643,2358258547,2358258562,43.2987213135,1,1,2,2,1,LINESTRING(139.9352928 37.5185372,139.9353751 37.5186142,139.9354924 37.5187979,139.9355007 37.5188529,139.9354996 37.51888)
1644,2358258676,2358258681,16.0336704254,1,1,2,2,1,LINESTRING(139.9337039 37.5237857,139.9336255 37.5239158)
1645,2358258668,2358258670,18.7133350372,1,1,2,2,1,LINESTRING(139.9431615 37.5235208,139.9433727 37.5235371)
1646,2358258690,2358258713,50.4278945923,1,1,2,2,1,LINESTRING(139.943489 37.5242383,139.9434854 37.5246918)
1647,2358258680,2358258696,54.3071403503,1,1,2,2,1,LINESTRING(139.943984 37.523909,139.9440498 37.5243946)
1648,2358258706,2358258714,14.5024347305,1,1,2,2,1,LINESTRING(139.9416452 37.5245757,139.9416482 37.5247061)
1649,2358258723,2358258722,58.0459289551,1,1,2,2,1,LINESTRING(139.9343366 37.5249614,139.9336785 37.5249518)
1650,2358258703,2358258716,17.9264392853,1,1,2,2,1,LINESTRING(139.9412326 37.5245674,139.9412296 37.5247286)
1651,2358258638,2358258652,32.5364456177,0,0,5,5,1,LINESTRING(139.9394932 37.5228047,139.9396717 37.5229226,139.9397898 37.5229771)
1652,2358258600,2358258601,52.4030036926,1,1,2,2,1,LINESTRING(139.9337854 37.5201242,139.933617 37.5201757,139.9332033 37.5201749)
1653,2358258604,2358258607,6.66510725021,0,0,5,5,1,LINESTRING(139.9383942 37.5218913,139.9384425 37.5219374)
1654,2358258607,2358258620,24.0835113525,0,0,5,5,1,LINESTRING(139.9384425 37.5219374,139.9385392 37.522027,139.9385931 37.5221159)
1655,2358258620,2358258636,76.3962783813,0,0,5,5,1,LINESTRING(139.9385931 37.5221159,139.938571 37.5222363,139.9385658 37.522357,139.9385647 37.5224659,139.9385753 37.5225305,139.938646 37.5226768,139.9387013 37.5227819)
1656,2358258636,2358258638,84.9806671143,0,0,5,5,1,LINESTRING(139.9387013 37.5227819,139.9387251 37.522827,139.9387832 37.5228891,139.9388503 37.5229329,139.938901 37.5229505,139.9389819 37.5229605,139.939095 37.5229593,139.9392213 37.5229522,139.9392984 37.522935,139.9393671 37.5229082,139.9394445 37.5228619,139.9394932 37.5228047)
1657,2358258638,2358258620,171.893249512,0,0,5,5,1,LINESTRING(139.9394932 37.5228047,139.9395037 37.5227924,139.9395523 37.5226717,139.9395671 37.5226012,139.939566 37.5224956,139.9395407 37.5223816,139.9394948 37.5222414,139.9394466 37.5221094,139.9393896 37.5220365,139.9393251 37.5219979,139.9392173 37.5219568,139.9391063 37.5219392,139.9389678 37.52193,139.9388294 37.5219409,139.9387249 37.5219685,139.9386646 37.5220012,139.9386414 37.5220238,139.9385931 37.5221159)
1658,2358258630,2358258642,41.1464691162,1,1,2,2,1,LINESTRING(139.9322878 37.5225579,139.9323928 37.5226932,139.9324077 37.5227454,139.9324032 37.522903)
1659,2358258571,1979215121,28.72955513,1,1,2,2,1,LINESTRING(139.9342527 37.5191387,139.9342527 37.5192027,139.9342558 37.519274,139.9342794 37.5193956)
1660,2358258682,2358258685,44.6579437256,1,1,2,2,1,LINESTRING(139.9330498 37.5239724,139.9327899 37.5240228,139.9326197 37.5240345,139.932552 37.5240395)
1661,2358258547,2358258553,36.6343193054,1,1,2,2,1,LINESTRING(139.9352928 37.5185372,139.9352124 37.5185845,139.9351596 37.5186116,139.9349312 37.5186968)
1662,2358258545,2358258553,29.7944164276,1,1,2,2,1,LINESTRING(139.9347402 37.5184767,139.9348286 37.5185962,139.9349312 37.5186968)
1663,2358258553,2358258566,28.7858066559,1,1,2,2,1,LINESTRING(139.9349312 37.5186968,139.93495 37.5187261,139.9350605 37.5189344)
1664,2358258664,2358258673,79.040222168,1,1,2,2,1,LINESTRING(139.9431547 37.5234586,139.9426841 37.5235032,139.9426542 37.5235104,139.9426407 37.5235186,139.9426355 37.5235293,139.9425764 37.5236413,139.942557 37.5236562,139.9423806 37.5236828)
1665,2358258636,2358258663,84.0894012451,0,0,5,5,1,LINESTRING(139.9387013 37.5227819,139.9385937 37.5229515,139.9385399 37.5229965,139.938489 37.5230226,139.9384274 37.5230518,139.938414 37.5230708,139.9384073 37.5230886,139.9384489 37.5234461)
1666,2358258531,2358258542,175.628479004,1,1,2,2,1,LINESTRING(139.9349365 37.5181589,139.9345449 37.5182023,139.9344582 37.518204,139.9343715 37.5181923,139.9342257 37.5182023,139.9340016 37.5182208,139.9335534 37.5183298,139.9333674 37.5183717,139.9329802 37.5183837)
1667,2358116618,2358116683,36.9683074951,1,1,2,2,1,LINESTRING(139.9419212 37.521951,139.9416189 37.521984,139.9415096 37.5220098)
1668,2358116683,2358118061,57.6998100281,1,1,2,2,1,LINESTRING(139.9415096 37.5220098,139.9414804 37.5220167,139.9414068 37.522044,139.9413714 37.5220798,139.9413449 37.5221414,139.9413351 37.5222193,139.9413146 37.5224602)
1669,2358118061,1979215155,26.3224601746,1,1,2,2,1,LINESTRING(139.9413146 37.5224602,139.9413101 37.5225123,139.9413199 37.5226354,139.9413447 37.5226933)
1670,1979215155,2358118964,33.9279136658,1,1,2,2,1,LINESTRING(139.9413447 37.5226933,139.9414013 37.5229951)
1671,2358110611,2358110693,25.1074695587,1,1,2,2,1,LINESTRING(139.9389608 37.5178683,139.938893 37.5180876)
1672,2358111678,2358111898,46.9365539551,0,0,5,5,1,LINESTRING(139.941922 37.5192365,139.9414085 37.5193474)
1673,2358115505,2358115739,60.439125061,1,1,2,2,1,LINESTRING(139.943393 37.5212413,139.9427183 37.5213366)
1674,2358118504,2358118862,29.0340633392,1,1,2,2,1,LINESTRING(139.9419983 37.5226583,139.9420359 37.5229177)
1675,2358115167,2358115958,54.3769645691,0,0,5,5,1,LINESTRING(139.9367343 37.5210327,139.9367283 37.5215217)
1676,1979215113,2358111212,78.4404602051,1,1,2,2,1,LINESTRING(139.9366849 37.5189479,139.9357955 37.5189459)
1677,2358118546,2358118887,28.3842258453,1,1,2,2,1,LINESTRING(139.9415133 37.5226834,139.9415206 37.5229386)
1678,1923503385,2358115163,38.7187080383,1,1,2,2,1,LINESTRING(139.9379838 37.52068,139.9379865 37.5210282)
1679,2358111131,2358110968,49.6870307922,1,1,2,2,1,LINESTRING(139.9419608 37.5188761,139.9420488 37.5188335,139.9424933 37.5187387)
1680,2358110880,2358110928,21.6548233032,1,1,2,2,1,LINESTRING(139.9394805 37.5185407,139.9396492 37.5186822)
1681,1996641826,2358116547,36.0905036926,0,0,5,5,1,LINESTRING(139.9438855 37.5217306,139.9439077 37.5218065,139.9439022 37.5218472,139.9438438 37.5218792,139.943698 37.5219078)
1682,2358110658,2358110880,62.3337059021,1,1,2,2,1,LINESTRING(139.9397019 37.5180185,139.9396368 37.5183286,139.9395327 37.5184844,139.9394805 37.5185407)
1683,2358110880,2358110892,8.59151363373,1,1,2,2,1,LINESTRING(139.9394805 37.5185407,139.9394227 37.5186029)
1684,2358116484,2358116538,73.0319595337,0,0,5,5,1,LINESTRING(139.9401618 37.5218788,139.9404884 37.5218723,139.9407398 37.52189,139.9409079 37.5218878,139.9409857 37.5219054)
1685,2358111276,1923503358,21.5735111237,1,1,2,2,1,LINESTRING(139.9387493 37.5190076,139.9385059 37.5190269)
1686,1923503358,1979215114,46.0983009338,1,1,2,2,1,LINESTRING(139.9385059 37.5190269,139.9382671 37.5189695,139.9381086 37.5189389,139.937999 37.5189312)
1687,2358118061,2358118054,97.2195892334,0,0,5,5,1,LINESTRING(139.9413146 37.5224602,139.9408147 37.5224743,139.9407244 37.5224578,139.9405925 37.5224314,139.9403688 37.5224248,139.9402252 37.5224581)
1688,1921430109,2358116575,77.0286026001,1,1,2,2,1,LINESTRING(139.9417221 37.5214957,139.941658 37.5215694,139.9416177 37.5215837,139.9413163 37.5216013,139.9412843 37.5216641,139.9412593 37.5219241)
1689,2358116683,2358116575,25.7346725464,1,1,2,2,1,LINESTRING(139.9415096 37.5220098,139.9414399 37.521945,139.9413941 37.5219307,139.9413232 37.5219296,139.9412593 37.5219241)
1690,2358116575,2358116538,24.8704795837,1,1,2,2,1,LINESTRING(139.9412593 37.5219241,139.9410926 37.5219373,139.9410162 37.5219175,139.9409857 37.5219054)
1691,2325088005,2359711230,38.0402908325,0,0,5,5,1,LINESTRING(139.928188 37.512206,139.9281802 37.5123945,139.9281731 37.5125479)
1692,2359711230,2325088014,12.6299629211,0,0,5,5,1,LINESTRING(139.9281731 37.5125479,139.9281678 37.5126614)
1693,2325088014,2325088020,31.6215782166,0,0,5,5,1,LINESTRING(139.9281678 37.5126614,139.9281519 37.5129455)
1694,2325088020,2325088040,34.5872116089,0,0,5,5,1,LINESTRING(139.9281519 37.5129455,139.9281286 37.513256)
1695,2325088040,2325088059,69.0464248657,0,0,5,5,1,LINESTRING(139.9281286 37.513256,139.9280462 37.5138735)
1696,2325088479,2359711252,28.0732212067,1,1,2,2,1,LINESTRING(139.9276374 37.5154477,139.9277496 37.5155867,139.9277859 37.5156517,139.92779 37.5156677)
1697,2359711252,2325088536,17.992685318,1,1,2,2,1,LINESTRING(139.92779 37.5156677,139.9277992 37.5157031,139.9277938 37.5158287)
1698,2325088536,2359711264,79.6452255249,1,1,2,2,1,LINESTRING(139.9277938 37.5158287,139.9278061 37.5165449)
1699,2359711264,2325088592,37.3984832764,1,1,2,2,1,LINESTRING(139.9278061 37.5165449,139.9278119 37.5168812)
1700,2358258530,2358258542,27.768371582,1,1,2,2,1,LINESTRING(139.9329618 37.5181344,139.9329802 37.5183837)
1701,2358258542,1979215125,122.164512634,1,1,2,2,1,LINESTRING(139.9329802 37.5183837,139.9329939 37.5186217,139.9330536 37.5188453,139.9332188 37.5194347,139.9332225 37.5194626)
1702,2652585814,1979215187,161.026199341,1,1,2,2,1,LINESTRING(139.9450531 37.5274453,139.9449235 37.5273878,139.9446376 37.5271611,139.9443942 37.5269822,139.9440832 37.5268256,139.9438665 37.5267178,139.9437932 37.5266685,139.9437304 37.5265745,139.9437001 37.5265099)
1703,1979215187,1979215171,99.3589553833,1,1,2,2,1,LINESTRING(139.9437001 37.5265099,139.9438278 37.5261851,139.9438928 37.5258936,139.943938 37.5256388)
1704,1979215171,2652585397,118.003486633,1,1,2,2,1,LINESTRING(139.943938 37.5256388,139.9439003 37.5254867,139.9438407 37.5252159,139.9437982 37.5249835,139.9437873 37.5247291,139.9437536 37.5245897)
1705,2652585397,1921430245,36.5408287048,1,1,2,2,1,LINESTRING(139.9437536 37.5245897,139.943748 37.5245663,139.9435617 37.5242997)
1706,583541202,2325087985,41.5291748047,1,1,2,2,1,LINESTRING(139.9253713 37.5115337,139.9258327 37.5116081)
1707,2325087985,2325087991,36.2257461548,1,1,2,2,1,LINESTRING(139.9258327 37.5116081,139.9262342 37.5116767)
1708,2325087991,2325087994,19.4577999115,1,1,2,2,1,LINESTRING(139.9262342 37.5116767,139.9264492 37.5117159)
1709,2325087994,583541206,93.8011550903,1,1,2,2,1,LINESTRING(139.9264492 37.5117159,139.9270204 37.5118088,139.9270682 37.5117972,139.9270821 37.5117666,139.9271154 37.5117051,139.9271459 37.5116624,139.9272061 37.5116293,139.9272799 37.5116168,139.9273742 37.5116135)
1710,2359711235,1979236210,119.538505554,0,0,5,5,1,LINESTRING(139.9285495 37.5140408,139.9285831 37.5141244,139.9285957 37.5141721,139.9285856 37.5142705,139.9285656 37.5143868,139.9285694 37.5144494,139.9285831 37.5144931,139.9286245 37.5145338,139.9286871 37.5145736,139.9287441 37.5145925,139.9288174 37.5146074,139.9289471 37.5146233,139.9290052 37.5146372,139.9290841 37.5146759,139.9292518 37.5147718)
1711,583532679,2325086482,93.411026001,1,1,2,2,1,LINESTRING(139.9233696 37.5074623,139.9235499 37.5066345)
1712,2325086482,2325086410,5.47835063934,1,1,2,2,1,LINESTRING(139.9235499 37.5066345,139.9235609 37.506586)
1713,2325086410,583532669,272.940734863,1,1,2,2,1,LINESTRING(139.9235609 37.506586,139.9236091 37.5063736,139.923621 37.5063209,139.9236891 37.5060208,139.9237349 37.5058191,139.923798 37.5055089,139.9238093 37.5054531,139.9238541 37.5052331,139.9238705 37.5051524,139.9239105 37.504956,139.9239352 37.5048344,139.9239729 37.504649,139.9240036 37.5044979,139.9240713 37.5041651)
1714,2359711253,2359711257,21.8024864197,1,1,2,2,1,LINESTRING(139.9246905 37.5156973,139.9246416 37.5158895)
1715,2359711254,2359711259,25.5465927124,1,1,2,2,1,LINESTRING(139.9248713 37.515728,139.9248206 37.5159542)
1716,2359711285,2359711287,26.0358219147,1,1,2,2,1,LINESTRING(139.9313287 37.5175186,139.9310339 37.5175308)
1717,2359711261,2359711262,53.8352622986,1,1,2,2,1,LINESTRING(139.9241161 37.516311,139.9247169 37.5163965)
1718,583541242,583541216,176.593994141,0,0,5,5,1,LINESTRING(139.9242775 37.5156273,139.9223194 37.5152957)
1719,2359711280,2359711279,53.1059265137,1,1,2,2,1,LINESTRING(139.9298465 37.5172133,139.9292444 37.5172083)
1720,2359711265,2359711267,36.8529968262,1,1,2,2,1,LINESTRING(139.9255921 37.5165461,139.9260015 37.5166124)
1721,2359711283,2359711272,39.474822998,1,1,2,2,1,LINESTRING(139.9300641 37.5172409,139.9300668 37.5168859)
1722,2359711225,2359711227,24.9088954926,0,0,5,5,1,LINESTRING(139.929079 37.5122112,139.9290765 37.5124352)
1723,2359711231,2359711232,14.5095796585,0,0,5,5,1,LINESTRING(139.9270866 37.5125556,139.9272501 37.51257)
1724,2359711264,2359711263,20.595489502,1,1,2,2,1,LINESTRING(139.9278061 37.5165449,139.9280396 37.5165428)
1725,2359711226,2359711228,27.4019527435,0,0,5,5,1,LINESTRING(139.9288898 37.5122116,139.9288948 37.512458)
1726,2359711255,2359711258,15.1459741592,0,0,5,5,1,LINESTRING(139.9253043 37.5158015,139.92526 37.5159331)
1727,2359711233,2359711234,17.6584758759,0,0,5,5,1,LINESTRING(139.9283965 37.512882,139.9285967 37.5128834)
1728,2359711251,2359711252,24.9625682831,1,1,2,2,1,LINESTRING(139.927507 37.5156645,139.92779 37.5156677)
1729,2359711278,2359711271,35.5380249023,1,1,2,2,1,LINESTRING(139.9287797 37.5171965,139.9287785 37.5168769)
1730,2359711256,2359711260,28.0705223083,1,1,2,2,1,LINESTRING(139.9254992 37.5158345,139.9254283 37.5160806)
1731,2359711282,2359711273,38.132686615,1,1,2,2,1,LINESTRING(139.930483 37.5172313,139.9304893 37.5168884)
1732,2359711230,2359711229,21.7536525726,0,0,5,5,1,LINESTRING(139.9281731 37.5125479,139.9279271 37.5125339)
1733,2359711281,2359711268,117.728172302,1,1,2,2,1,LINESTRING(139.9254461 37.5172189,139.9245807 37.5171165,139.9246606 37.5167573)
1734,2087967977,2359711270,22.0715885162,1,1,2,2,1,LINESTRING(139.9255638 37.5166802,139.9255267 37.5168765)
1735,2359711270,2359711281,38.7312736511,1,1,2,2,1,LINESTRING(139.9255267 37.5168765,139.9254461 37.5172189)
1736,2359711281,2087967985,71.6825027466,1,1,2,2,1,LINESTRING(139.9254461 37.5172189,139.9252969 37.5178526)
1737,2359711284,2359711287,35.9266777039,0,0,5,5,1,LINESTRING(139.9306681 37.5174811,139.9307006 37.5175258,139.9307896 37.5175546,139.9308873 37.5175467,139.9310339 37.5175308)
1738,583541200,583541201,102.165733337,1,1,2,2,1,LINESTRING(139.9250922 37.5125501,139.9262233 37.5127481)
1739,583541201,2325088026,38.5690498352,1,1,2,2,1,LINESTRING(139.9262233 37.5127481,139.9262716 37.5127744,139.9263146 37.5128889,139.9263432 37.5129739,139.926372 37.513064)
1740,2359784031,2359783965,40.4261665344,1,1,2,2,1,LINESTRING(139.9392533 37.521211,139.9392396 37.5208476)
1741,2359783965,2359783941,14.5842370987,1,1,2,2,1,LINESTRING(139.9392396 37.5208476,139.9392347 37.5207165)
1742,2359783941,2359783925,10.6123905182,1,1,2,2,1,LINESTRING(139.9392347 37.5207165,139.9392311 37.5206211)
1743,2359783925,2359783918,14.939871788,1,1,2,2,1,LINESTRING(139.9392311 37.5206211,139.9392261 37.5204868)
1744,2359783918,2359783914,10.3683948517,1,1,2,2,1,LINESTRING(139.9392261 37.5204868,139.9392226 37.5203936)
1745,2359783914,2359783910,7.92013072968,1,1,2,2,1,LINESTRING(139.9392226 37.5203936,139.9392199 37.5203224)
1746,2359783910,2359783902,11.1910963058,1,1,2,2,1,LINESTRING(139.9392199 37.5203224,139.9392162 37.5202218)
1747,2359783902,2359783894,14.7617521286,1,1,2,2,1,LINESTRING(139.9392162 37.5202218,139.9392112 37.5200891)
1748,2359783894,2359783877,20.5200843811,1,1,2,2,1,LINESTRING(139.9392112 37.5200891,139.9391918 37.5199052)
1749,2359783842,2359783808,104.027053833,0,0,5,5,1,LINESTRING(139.9343071 37.5195152,139.9342621 37.5195141,139.9339434 37.5195457,139.9338475 37.51955,139.9337841 37.5195228,139.9336447 37.519372,139.9336012 37.5193246,139.9335668 37.5193174,139.9334835 37.5193045,139.9334564 37.5192197,139.9334274 37.5191738,139.9333894 37.5191838)
1750,2359784020,2359784018,22.640625,1,1,2,2,1,LINESTRING(139.9401139 37.5211137,139.9403704 37.5211053)
1751,2359784018,2359784017,37.8533592224,1,1,2,2,1,LINESTRING(139.9403704 37.5211053,139.9407995 37.5210974)
1752,2359784017,2359783978,60.8512649536,1,1,2,2,1,LINESTRING(139.9407995 37.5210974,139.941183 37.52109,139.9412394 37.5210717,139.9412727 37.5210413,139.9412714 37.5208869)
1753,2359783978,2359783929,62.6947212219,1,1,2,2,1,LINESTRING(139.9412714 37.5208869,139.9412701 37.5207346,139.9412419 37.5206818,139.9411856 37.5206696,139.9407974 37.5206722)
1754,2359783929,2359783931,38.8707580566,1,1,2,2,1,LINESTRING(139.9407974 37.5206722,139.9403568 37.5206813)
1755,2359783931,2359783934,22.9447040558,1,1,2,2,1,LINESTRING(139.9403568 37.5206813,139.9400967 37.520686)
1756,2359783974,2359783941,52.4954872131,1,1,2,2,1,LINESTRING(139.9396314 37.520885,139.9395588 37.5208851,139.9395152 37.5208811,139.9394884 37.5208668,139.9394832 37.5208506,139.9394858 37.5208262,139.9394973 37.5207988,139.9395037 37.5207775,139.939505 37.5207521,139.9394999 37.5207308,139.9394704 37.5207155,139.9394179 37.5207125,139.9392347 37.5207165)
1757,2359783833,2359783891,67.4509811401,1,1,2,2,1,LINESTRING(139.9395979 37.519478,139.9395987 37.5200846)
1758,2359783891,2359783900,14.7745676041,1,1,2,2,1,LINESTRING(139.9395987 37.5200846,139.9396041 37.5202174)
1759,2359783900,2359783905,9.18961906433,1,1,2,2,1,LINESTRING(139.9396041 37.5202174,139.9396075 37.5203)
1760,2359783905,2359783908,1.69293892384,1,1,2,2,1,LINESTRING(139.9396075 37.5203,139.9396081 37.5203152)
1761,2359783908,2359783913,8.33270168304,1,1,2,2,1,LINESTRING(139.9396081 37.5203152,139.9396112 37.5203901)
1762,2359783913,2359783916,10.1912946701,1,1,2,2,1,LINESTRING(139.9396112 37.5203901,139.9396149 37.5204817)
1763,2359783916,2359783921,2.04937148094,1,1,2,2,1,LINESTRING(139.9396149 37.5204817,139.9396157 37.5205001)
1764,2359783921,2359783924,12.938744545,1,1,2,2,1,LINESTRING(139.9396157 37.5205001,139.9396204 37.5206164)
1765,2359783924,2359783937,9.70153236389,1,1,2,2,1,LINESTRING(139.9396204 37.5206164,139.939624 37.5207036)
1766,2359783937,2359783974,20.1812877655,1,1,2,2,1,LINESTRING(139.939624 37.5207036,139.9396314 37.520885)
1767,2359783974,2359784012,22.1392688751,1,1,2,2,1,LINESTRING(139.9396314 37.520885,139.9396395 37.521084)
1768,2359784012,2359784028,13.1278734207,1,1,2,2,1,LINESTRING(139.9396395 37.521084,139.9396444 37.521202)
1769,2359783860,2359783820,75.2698135376,1,1,2,2,1,LINESTRING(139.9325585 37.5196399,139.9324382 37.5196356,139.9323785 37.5196241,139.9323531 37.5195925,139.9323477 37.519558,139.9323513 37.5195135,139.9323694 37.5194905,139.9324002 37.5194532,139.9324092 37.5194187,139.9323929 37.5193757,139.932373 37.5193527,139.9323404 37.5193369,139.9322934 37.5193326,139.9322481 37.5193311,139.9320814 37.5193369)
1770,2359783864,2359783868,24.2298984528,1,1,2,2,1,LINESTRING(139.9329122 37.5197843,139.9331869 37.5197878)
1771,2359783937,2359783935,41.7377510071,1,1,2,2,1,LINESTRING(139.939624 37.5207036,139.9400972 37.5206977)
1772,2359783918,2359783916,34.2939872742,1,1,2,2,1,LINESTRING(139.9392261 37.5204868,139.9396149 37.5204817)
1773,2359783900,2359783902,34.2136077881,1,1,2,2,1,LINESTRING(139.9396041 37.5202174,139.9392162 37.5202218)
1774,2359783910,2359783908,34.2459907532,1,1,2,2,1,LINESTRING(139.9392199 37.5203224,139.9396081 37.5203152)
1775,2359783921,2359783919,41.760848999,1,1,2,2,1,LINESTRING(139.9396157 37.5205001,139.9400892 37.5204968)
1776,2359783965,2359784012,61.5378723145,1,1,2,2,1,LINESTRING(139.9392396 37.5208476,139.9393334 37.5208414,139.9393846 37.5208445,139.9394192 37.5208668,139.9394346 37.5209003,139.9394333 37.5209298,139.9394192 37.5209562,139.9393936 37.5209907,139.9393834 37.5210151,139.939391 37.5210425,139.9394192 37.521073,139.9394499 37.5210831,139.9394909 37.5210882,139.9396395 37.521084)
